ingredient,canonical_name,groq_confidence,fda_search_term,brand_names,generic_names,manufacturers,dosage_forms,warnings_count,interactions_count,adverse_count,indications_count,first_warning,first_interaction,first_adverse,first_indication
inactivated,inactivated,0.99,inactivated,Flu-Tone | INFLUENZINUM | Lycopodium Combination 9231,"ANAS BARBARIAE, HEPATIS ET CORDIS EXTRACTUM, AZADIRACHTA INDICA, BAPTISIA TINCTORIA, BRYONIA (ALBA), CROTALUS HORRIDUS, ECHINACEA (ANGUSTIFOLIA), EUPATORIUM PERFOLIATUM, FERRUM PHOSPHORICUM, GELSEMIUM SEMPERVIRENS, GINKGO BILOBA, INFLUENZINUM, MUCOSA NASALIS SUIS, PHYTOLACCA DECANDRA, PINUS SYLVESTRIS, PYROGENIUM, SELENIUM METALLICUM, STILLINGIA SYLVATICA | INFLUENZA A VIRUS A/VICTORIA/4897/2022 IVR-238 (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED), INFLUENZA A VIRUS A/DARWIN/9/2021 IVR-228 (H3N2) HEMAGGLUTININ ANTIGEN (UV, FORMALDEHYDE INACTIVATED),INFLUENZA B VIRUS B/MICHIGAN/01/2021 HEMAGGLUTININ ANTIGEN (FORMALDEHYDE INACTIVATED), INFLUENZA B VIRUS B/PHUKET/3073/2013 HEMAGGLUTININ ANTIGEN (FORMALDEHYDE INACTIVATED) | LYCOPODIUM COMBINATION",Boiron | Energetix Corporation | Professional Complementary Health Formulas,,6,0,0,1,"WARNINGS If symptoms do not improve or are accompanied by a fever, consult a doctor",,,"INDICATIONS For the temporary relief of loss of appetite, minor abdominal pain, nausea, or vomiting.*"
inclisiran,inclisiran,0.0,inclisiran,LEQVIO,INCLISIRAN,Novartis Pharmaceuticals Corporation,,0,0,8,5,,,"6 ADVERSE REACTIONS The following adverse reactions are also discussed in other sections of the label: Hypersensitivity Reactions [see Warnings and Precautions (5.1)] Common adverse reactions in clinical trials (≥ 3%): injection site reaction, arthralgia, and bronchitis",1 INDICATIONS AND USAGE LEQVIO ® is indicated as an adjunct to diet and exercise to reduce low-density lipoprotein cholesterol (LDL-C) in: adults with hypercholesterolemia
indapamide,indapamide,0.95,indapamide,Indapamide,INDAPAMIDE,"Bryant Ranch Prepack | Direct_Rx | Rising Pharma Holdings, Inc.",,9,5,11,5,"WARNINGS Severe cases of hyponatremia, accompanied by hypokalemia have been reported with recommended doses of indapamide",Drug Interactions Other Antihypertensives : Indapamide may add to or potentiate the action of other antihypertensive drugs,ADVERSE REACTIONS Most adverse effects have been mild and transient,"INDICATIONS Indapamide tablets are indicated for the treatment of hypertension, alone or in combination with other antihypertensive drugs"
indian penny wort,indian penny wort,0.0,indian penny wort,Sertraline Hydrochloride,SERTRALINE HYDROCHLORIDE,Proficient Rx LP,,10,10,8,4,"WARNINGS Kidney, Liver, and Heart Transplant Cyclosporine, when used in high doses, can cause hepatotoxicity and nephrotoxicity ( see BOXED WARNING )",Drug Interactions A,"ADVERSE REACTIONS The principal adverse reactions of cyclosporine therapy are renal dysfunction, tremor, hirsutism, hypertension, and gum hyperplasia","INDICATIONS AND USAGE Cyclosporine is indicated for the prophylaxis of organ rejection in kidney, liver, and heart allogeneic transplants"
indomethacin,indomethacin,0.95,indomethacin,Indomethacin,INDOMETHACIN,"Camber Pharmaceuticals, Inc. | PD-Rx Pharmaceuticals, Inc. | Sportpharm LLC",,0,10,8,1,,7 DRUG INTERACTIONS See Table 2 for clinically significant drug interactions with indomethacin,"6 ADVERSE REACTIONS The following adverse reactions are discussed in greater detail in other sections of the labeling: Cardiovascular Thrombotic Events [see Warnings and Precautions ( 5.1 )] GI Bleeding, Ulceration and Perforation [see Warnings and Precautions ( 5.2 )] Hepatotoxicity [see Warnings a",1 INDICATIONS AND USAGE Indomethacin capsules are indicated for: Moderate to severe rheumatoid arthritis including acute flares of chronic disease Moderate to severe ankylosing spondylitis Moderate to severe osteoarthritis Acute painful shoulder (bursitis and/or tendinitis) Acute gouty arthritis Ind
infliximab,infliximab,0.95,infliximab,INFLECTRA | REMICADE | ZYMFENTRA,INFLIXIMAB | INFLIXIMAB-DYYB,"CELLTRION USA Inc. | Janssen Biotech, Inc. | Pfizer Laboratories Div Pfizer Inc",,0,10,13,5,,7 DRUG INTERACTIONS Other Biological Products – increased risk of serious infections ( 7.1 ) 7.1 Other Biological Products The combination of INFLECTRA with other biological products used to treat the same conditions as INFLECTRA is not recommended [see Warnings and Precautions (5.10) ],6 ADVERSE REACTIONS Most common adverse reactions (>10%) – infections (e.g,1 INDICATIONS AND USAGE INFLECTRA is a tumor necrosis factor (TNF) blocker indicated for: Crohn's Disease ( 1.1 ):
influenza antigen vaccine,influenza antigen vaccine,0.95,influenza antigen vaccine,tamsulosin hydrochloride,TAMSULOSIN HYDROCHLORIDE,"XLCare Pharmaceuticals, Inc.",,10,10,10,3,"WARNINGS Kidney, Liver, and Heart Transplant Cyclosporine, when used in high doses, can cause hepatotoxicity and nephrotoxicity ( see BOXED WARNING )",7 DRUG INTERACTIONS,"6 ADVERSE REACTIONS The most common adverse events (≥2% of patients and at a higher incidence than placebo) with the 0.4 mg dose or 0.8 mg dose were headache, dizziness, rhinitis, infection, abnormal ejaculation, asthenia, back pain, diarrhea, pharyngitis, chest pain, cough increased, somnolence, na",1 INDICATIONS AND USAGE Tamsulosin hydrochloride capsules are indicated for the treatment of the signs and symptoms of benign prostatic hyperplasia (BPH) [see Clinical Studies (14)]
inositol,inositol,0.0,inositol,B Complex Liquescence | Neuro T Support Liquescence | Serotonin Dopamine Liquescence 3019,"ALFALFA, BANANA, VALERIANA OFFICINALIS, CHOLINUM, GABA (GAMMA AMINOBUTYRIC ACID), INOSITOL, OLEANDER, HYPOPHYSIS SUIS, HYPOTHALAMUS SUIS, PINEAL GLAND (SUIS), SCUTELLARIA LATERIFLORA, ACETYLCHOLINE CHLORIDE, NOREPINEPHRINE (BITARTRATE), CADMIUM METALLICUM, DOPAMINE (HYDROCHLORIDE), SEROTONIN (HYDROCHLORIDE), ADRENALINUM | CHOLINUM (CHOLINE), INOSITOL (VITAMIN B8), FOLIC ACID (VITAMIN B9), PANTOTHENIC ACID (CALCIUM PANTOTHENATE, VITAMIN B5), THIAMINUM HYDROCHLORICUM (VITAMIN B1), HEART (BOVINE), HEPAR (BOVINE), METHYLCOBALAMIN (VITAMIN B12), NICOTINAMIDUM (VITAMIN B3), PABA (PARA AMINOBENZOIC ACID VITAMIN B10), PYRIDOXINUM HYDROCHLORICUM (VITAMIN B6), BIOTIN (VITAMIN B7), HORDEUM VULGARE, RIBOFLAVINUM (VITAMIN B2), TORULA CEREVISIAE | SEROTONIN DOPAMINE LIQUESCENCE","Nutritional Specialties, Inc. | Professional Complementary Health Formulas",,5,0,0,2,"WARNINGS: Professional Use Only If pregnant or breast-feeding, ask a health professional before use",,,"INDICATIONS: Provides potentized homeo-nutritional support of neurotransmitters and balancing of emotional states.† †Claims based on traditional homeopathic practice, not accepted medical evidence"
insulin,insulin,0.95,insulin,ADMELOG | BASAGLAR KwikPen | BASAGLAR Tempo Pen | Pancreas Liquescence,"CINNAMOMUM, GYMNEMA SYLVESTRE, PHOSPHORICUM ACIDUM, SYZYGIUM JAMBOLANUM, TRIGONELLA FOENUM-GRACEUM, ARGENTUM NITRICUM, CHIONANTHUS VIRGINICA, HEPAR SUIS, PANCREAS SUIS, RHUS AROMATICA, SULPHUR, LYCOPODIUM CLAVATUM, CHROMIUM PICOLINATE, CHROMIUM METALLICUM, PHOSPHORUS, VANADIUM METALLICUM, ZINCUM METALLICUM, MUREX PURPUREA, DNA, INSULINUM (HUMAN), URANIUM NITRICUM | INSULIN GLARGINE | INSULIN LISPRO","Eli Lilly and Company | Nutritional Specialties, Inc. | Sanofi-Aventis U.S. LLC",,5,10,13,2,"WARNINGS: Professional Use Only If pregnant or breast-feeding, ask a health professional before use",7 DRUG INTERACTIONS Table 2 presents clinically significant drug interactions with ADMELOG,6 ADVERSE REACTIONS The following adverse reactions are discussed elsewhere: Hypoglycemia [see Warnings and Precautions (5.3) ] Hypoglycemia Due to Medication Errors [see Warnings and Precautions (5.4) ] Hypersensitivity Reactions [see Warnings and Precautions (5.5) ] Hypokalemia [see Warnings and P,"INDICATIONS: Provides potentized homeo-nutritional support of the pancreas.† †Claims based on traditional homeopathic practice, not accepted medical evidence"
insulin aspart,insulin aspart,0.0,insulin aspart,.Insulin Aspart Protamine and Insulin Aspart | NOVOLOG | NovoLog Mix 70/30,INSULIN ASPART,A-S Medication Solutions | Novo Nordisk,,0,10,15,2,,7 DRUG INTERACTIONS The table below presents clinically significant drug interactions with NOVOLOG,6 ADVERSE REACTIONS The following adverse reactions are also discussed elsewhere:,1 INDICATIONS AND USAGE NOVOLOG is indicated to improve glycemic control in adults and pediatric patients with diabetes mellitus
insulin aspart protamine,insulin aspart,0.99,insulin aspart,.Insulin Aspart Protamine and Insulin Aspart | NOVOLOG | NovoLog Mix 70/30,INSULIN ASPART,A-S Medication Solutions | Novo Nordisk,,0,10,15,2,,7 DRUG INTERACTIONS The table below presents clinically significant drug interactions with NOVOLOG,6 ADVERSE REACTIONS The following adverse reactions are also discussed elsewhere:,1 INDICATIONS AND USAGE NOVOLOG is indicated to improve glycemic control in adults and pediatric patients with diabetes mellitus
insulin degludec,insulin degludec,0.0,insulin degludec,Insulin Degludec | Tresiba | Xultophy 100/3.6,INSULIN DEGLUDEC | INSULIN DEGLUDEC AND LIRAGLUTIDE,A-S Medication Solutions | Novo Nordisk,,0,10,15,5,,7 DRUG INTERACTIONS,6 ADVERSE REACTIONS The following serious adverse reactions are described below or elsewhere in the prescribing information:,1 INDICATIONS AND USAGE XULTOPHY 100/3.6 is a combination of insulin degludec and liraglutide and is indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus
insulin detemir,insulin detemir,0.99,insulin detemir,LEVEMIR | Levemir,INSULIN DETEMIR,A-S Medication Solutions,,0,10,15,4,,7 DRUG INTERACTIONS Table 6 includes clinically significant drug interactions with LEVEMIR,6 ADVERSE REACTIONS The following adverse reactions are discussed elsewhere:,1 INDICATIONS AND USAGE LEVEMIR is indicated to improve glycemic control in adult and pediatric patients with diabetes mellitus
insulin glargine,insulin glargine,0.0,insulin glargine,BASAGLAR KwikPen | BASAGLAR Tempo Pen | INSULIN GLARGINE | TOUJEO,INSULIN GLARGINE | INSULIN GLARGINE-YFGN,"A-S Medication Solutions | Civica, Inc. | Eli Lilly and Company",,0,8,15,4,,"7 DRUG INTERACTIONS Table 6 includes clinically significant drug interactions with BASAGLAR Table 6: Clinically Significant Drug Interactions with BASAGLAR Drugs That May Increase the Risk of Hypoglycemia Drugs: Antidiabetic agents, ACE inhibitors, angiotensin II receptor blocking agents, disopyrami",6 ADVERSE REACTIONS The following adverse reactions are discussed elsewhere: Hypoglycemia [see Warnings and Precautions ( 5.3 )] ,1 INDICATIONS AND USAGE BASAGLAR ® is indicated to improve glycemic control in adults and pediatric patients with type 1 diabetes mellitus and in adults with type 2 diabetes mellitus
insulin glulisine human,insulin glulisine,0.99,insulin glulisine,Attention Deficit Mild Drops 2146 | DNA Insulin Drops 2019 | Pancreas DB Liquescence 3037,ATTENTION DEFICIT MILD DROPS | DNA INSULIN DROPS | PANCREAS DB LIQUESCENCE,Professional Complementary Health Formulas,,7,0,0,1,WARNINGS Severe or persistent symptoms may be serious,,,"INDICATIONS For the temporary relief of mild abdominal pain or tenderness, muscle pain, cramps, or weakness, loss of appetite, weight loss, diarrhea, nausea, or vomiting.*"
insulin isophane protamine human,insulin isophane protamine human,0.0,insulin isophane protamine human,Betadine | SILICEA,POVIDONE-IODINE | SILICEA,"Atlantis Consumer Healthcare, Inc. | Rxhomeo Private Limited d.b.a. Rxhomeo, Inc",,4,2,4,1,"WARNINGS This product is to be used for self-limiting conditions If symptoms do not improve in 4 days, or worsen, discontinue use and seek assistance of health professional",Drug Interactions: Specific drug interaction studies have not been conducted with ofloxacin ophthalmic solution,ADVERSE REACTIONS Ophthalmic use: The most frequently reported drug-related adverse reaction was transient ocular burning or discomfort,INDICATIONS Condition listed above or as directed by the physician
insulin lispro,insulin lispro,0.99,insulin lispro,ADMELOG | Insulin Lispro,INSULIN LISPRO,A-S Medication Solutions | REMEDYREPACK INC. | Sanofi-Aventis U.S. LLC,,0,10,13,2,,7 DRUG INTERACTIONS Table 2 presents clinically significant drug interactions with ADMELOG,6 ADVERSE REACTIONS The following adverse reactions are discussed elsewhere: Hypoglycemia [see Warnings and Precautions (5.3) ] Hypoglycemia Due to Medication Errors [see Warnings and Precautions (5.4) ] Hypersensitivity Reactions [see Warnings and Precautions (5.5) ] Hypokalemia [see Warnings and P,1 INDICATIONS AND USAGE ADMELOG is indicated to improve glycemic control in adult and pediatric patients with diabetes mellitus
insulin lispro protamine,insulin lispro protamine,0.0,insulin lispro protamine,Enoxaparin Sodium | Heparin Sodium,ENOXAPARIN SODIUM | HEPARIN SODIUM,Meitheal Pharmaceuticals Inc. | NorthStar RxLLC,,10,4,8,2,WARNINGS Heparin is not intended for intramuscular use,"7 DRUG INTERACTIONS Whenever possible, agents which may enhance the risk of hemorrhage should be discontinued prior to initiation of enoxaparin sodium therapy",6 ADVERSE REACTIONS The following serious adverse reactions are also discussed in other sections of the labeling:,"1 INDICATIONS AND USAGE Enoxaparin sodium injection is a low molecular weight heparin (LMWH) indicated for: Prophylaxis of deep vein thrombosis (DVT) in abdominal surgery, hip replacement surgery, knee replacement surgery, or medical patients with severely restricted mobility during acute illness ( "
insulin neutral human,insulin human,0.95,insulin human,AFREZZA | Chemstat | Pancreas Liquescence,"CINNAMOMUM, GYMNEMA SYLVESTRE, PHOSPHORICUM ACIDUM, SYZYGIUM JAMBOLANUM, TRIGONELLA FOENUM-GRACEUM, ARGENTUM NITRICUM, CHIONANTHUS VIRGINICA, HEPAR SUIS, PANCREAS SUIS, RHUS AROMATICA, SULPHUR, LYCOPODIUM CLAVATUM, CHROMIUM PICOLINATE, CHROMIUM METALLICUM, PHOSPHORUS, VANADIUM METALLICUM, ZINCUM METALLICUM, MUREX PURPUREA, DNA, INSULINUM (HUMAN), URANIUM NITRICUM | GLYCERINUM, TARAXACUM OFFICINALE, PHYTOLACCA DECANDRA, ARSENICUM ALBUM, NITRICUM ACIDUM, NUX VOMICA, PETROLEUM, PHOSPHORICUM ACIDUM, PHOSPHORUS, ACETYLSALICYLICUM ACIDUM, GLONOINUM, INSULINUM (HUMAN), LITHIUM CARBONICUM, THYROIDINUM (SUIS), ACETICUM ACIDUM, BENZOICUM ACIDUM, BENZYL ALCOHOL, BORICUM ACIDUM, CHLORINUM, CORTISONE ACETICUM, EUGENOL, FOLLICULINUM, ISOPROPYL PALMITATE, LACTICUM ACIDUM, PETROLEUM JELLY, PHENYL BUTAZONE, PLUMBUM METALLICUM, POTASSIUM SORBATE, RESORCINUM, SALICYLICUM ACIDUM, | INSULIN HUMAN","Energique, Inc. | Mannkind Corporation | Nutritional Specialties, Inc.",,5,2,9,2,"WARNINGS: Professional Use Only If pregnant or breast-feeding, ask a health professional before use","2.5 Dosage Modifications for Drug Interactions Dosage modification may be needed when: AFREZZA is used concomitantly with certain drugs that increase and/or decrease the glucose lowering effect [see Drug Interactions ( 7.1 , 7.2 , 7.3 )]",6 ADVERSE REACTIONS The following serious adverse reactions are described below and elsewhere in the labeling: Acute bronchospasm in patients with chronic lung disease [see Warnings and Precautions ( 5.1 )] Hypoglycemia [see Warnings and Precautions ( 5.3 )] Decline in pulmonary function [see Warnin,"INDICATIONS: Provides potentized homeo-nutritional support of the pancreas.† †Claims based on traditional homeopathic practice, not accepted medical evidence"
insulin pen,insulin pen,0.0,insulin pen,Mekinist,TRAMETINIB,Novartis Pharmaceuticals Corporation,,4,2,15,1,Warnings: For external use only,7 DRUG INTERACTIONS MEKINIST is indicated for use in combination with dabrafenib,6 ADVERSE REACTIONS The following clinically significant adverse reactions are described elsewhere in the labeling: New Primary Malignancies [see Warnings and Precautions ( 5.1)] Hemorrhage [see Warnings and Precautions (5.2)] Colitis and Gastrointestinal Perforation [see Warnings and Precautions (5,Directions: Acne Clearing Cleanser Acne Clearing Tonic Acne Clearing Treatment 101
interferon,interferon,0.95,interferon,CITOMIX | Enviro I | GUNA-VIRUS,"ALDESLEUKIN - BINETRAKIN - CANAKINUMAB - CENTELLA ASIATICA - CRANBERRY - HUMAN INTERLEUKIN-6 (NONGLYCOSYLATED) - INTERFERON GAMMA-1B - LENOGRASTIM - PINEAPPLE - SUS SCROFA BONE MARROW - SUS SCROFA SMALL INTESTINE MUCOSA LYMPH FOLLICLE - SUS SCROFA THYMUS - | ALDESLEUKIN - EVERLASTING EXTRACT - FOMITOPSIS PINICOLA FRUITING BODY - INTERFERON GAMMA-1B - MELATONIN - METENKEFALIN - REISHI - RICE - SEROTONIN - SOYBEAN - SUS SCROFA BLOOD - SUS SCROFA SMALL INTESTINE MUCOSA LYMPH FOLLICLE - SUS SCROFA SPLEEN - | POTASSIUM GLUCONATE, GLANDULA SUPRARENALIS SUIS, HEPAR SUIS, COFFEA TOSTA, THEA SINENSIS, CARBO VEGETABILIS, FERRUM IODATUM, FERRUM METALLICUM, GELSEMIUM SEMPERVIRENS, IODIUM, IRIDIUM METALLICUM, LYCOPODIUM CLAVATUM, PULSATILLA (PRATENSIS), SELENIUM METALLICUM, ZINCUM METALLICUM, PEANUT, BLACK WALNUT, ENGLISH WALNUT, AMYGDALA AMARA, CASHEW, COCONUT, PECAN, BRAZIL NUT, TOMATO, SOLANUM TUBEROSUM, PIPER NIGRUM, EGGPLANT, RAPE SEED OIL, LINUM USITATISSIMUM, SESAME, SEED, CHEESE (STILTON), LAC VACCINUM, BEEF,","Deseret Biologicals, Inc. | Guna spa",,5,0,0,5,"WARNINGS: If pregnant or breast-feeding, ask a health professional before use",,,For the temporary relief of symptoms including:
interferon alfa,interferon alfa,0.99,interferon alfa,EMF Protect and Balance | LAMIVUDINE and ZIDOVUDINE,"ALFALFA, CADMIUM SULPHURATUM, CALCAREA CARBONICA, CUPRUM METALLICUM, FERRUM METALLICUM, FUCUS VESICULOSUS, HYPERICUM PERFORATUM, KALI PHOSPHORICUM, MAGNESIA PHOSPHORICA, MANGANUM METALLICUM, MERCURIUS VIVUS, PLUMBUM METALLICUM, SILICEA, SYMPHYTUM OFFICINALE, TARENTULA HISPANA, X-RAY, YTTERBIUM OXIDE | LAMIVUDINE AND ZIDOVUDINE","Bryant Ranch Prepack | Deseret Biologicals, Inc.",,7,10,15,1,Warnings For external use only,7 DRUG INTERACTIONS,6 ADVERSE REACTIONS The following adverse reactions are discussed in other sections of the labeling:,Uses [s] Hand wash to help reduce bacteria that potentially can cause disease
interferon beta,interferon beta,0.0,interferon beta,AVONEX | Avonex | Avonex Pen | REBIF | REBIF REBIDOSE | Rebif,INTERFERON BETA-1A,"Biogen Inc. | EMD Serono, Inc.",,0,0,6,2,,,6 ADVERSE REACTIONS The following adverse reactions are discussed in more detail in the Warnings and Precautions section of the label: Depression and Suicide [see Warnings and Precautions (5.1) ] Hepatic Injury [see Warnings and Precautions (5.2) ] Anaphylaxis and Other Allergic Reactions [see Warni,"1 INDICATIONS AND USAGE REBIF is indicated for the treatment of relapsing forms of multiple sclerosis (MS), to include clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease, in adults"
interferons,interferon,0.95,interferon,CITOMIX | Enviro I | GUNA-VIRUS,"ALDESLEUKIN - BINETRAKIN - CANAKINUMAB - CENTELLA ASIATICA - CRANBERRY - HUMAN INTERLEUKIN-6 (NONGLYCOSYLATED) - INTERFERON GAMMA-1B - LENOGRASTIM - PINEAPPLE - SUS SCROFA BONE MARROW - SUS SCROFA SMALL INTESTINE MUCOSA LYMPH FOLLICLE - SUS SCROFA THYMUS - | ALDESLEUKIN - EVERLASTING EXTRACT - FOMITOPSIS PINICOLA FRUITING BODY - INTERFERON GAMMA-1B - MELATONIN - METENKEFALIN - REISHI - RICE - SEROTONIN - SOYBEAN - SUS SCROFA BLOOD - SUS SCROFA SMALL INTESTINE MUCOSA LYMPH FOLLICLE - SUS SCROFA SPLEEN - | POTASSIUM GLUCONATE, GLANDULA SUPRARENALIS SUIS, HEPAR SUIS, COFFEA TOSTA, THEA SINENSIS, CARBO VEGETABILIS, FERRUM IODATUM, FERRUM METALLICUM, GELSEMIUM SEMPERVIRENS, IODIUM, IRIDIUM METALLICUM, LYCOPODIUM CLAVATUM, PULSATILLA (PRATENSIS), SELENIUM METALLICUM, ZINCUM METALLICUM, PEANUT, BLACK WALNUT, ENGLISH WALNUT, AMYGDALA AMARA, CASHEW, COCONUT, PECAN, BRAZIL NUT, TOMATO, SOLANUM TUBEROSUM, PIPER NIGRUM, EGGPLANT, RAPE SEED OIL, LINUM USITATISSIMUM, SESAME, SEED, CHEESE (STILTON), LAC VACCINUM, BEEF,","Deseret Biologicals, Inc. | Guna spa",,5,0,0,5,"WARNINGS: If pregnant or breast-feeding, ask a health professional before use",,,For the temporary relief of symptoms including:
inulin,inulin,0.99,inulin,JBA Verestor Mega Fiber Caffe Latte | Livita Children | METAVEX,"FOLATE, MULTIVITAMIN | INULIN, BANANA STEM EXTRACT, NATTOKINASE, PANAX GINSENG ROOT EXTRACT, TURMERIC ROOT EXTRACT | METAVEX","Advanced Pharmaceutical Services, Inc. Dba Affordable Quality Pharmaceuticals | Oncora Pharma, LLC | PureTek Corporation",,10,0,3,4,"WARNING: In case of accidental overdose, seek professional assistance or contact a Poison Control Center immediately",,Adverse Reactions: Folate: Allergic sensitizations have been reported following both oral and parenteral administration of folate,"INDICATIONS AND USAGE: Livita™ liquid is indicated to provide significant amounts of essential vitamins and minerals, including Vitamins A, C, D, E, thiamine, riboflavin, niacin, vitamin B6, vitamin B12, folate, calcium, magnesium, and zinc, to supplement the diet"
inulin zinc,inulin zinc,0.0,inulin zinc,Attitude Diaper Cream Zinc Unscented | Eminence Radiant Protection SPF Fluid,ZINC OXIDE,9055-7588 Quebec Inc. (Attitude) | Eminence Organic Skin Care,,1,0,0,2,Warnings For external use only,,,Uses Multi-purpose mineral powder provides broad-spectrum SPF 46 PA+++ protection
iodi,iodide,0.95,iodide,Allergies | Hevert Detox Lymph,"APIS MELLIFICA, ECHINACEA, HYDRASTIS CANADENSIS, TARAXACUM OFFICINALE, ACONITUM NAPELLUS, AETHUSA CYNAPIUM, AGARICUS MUSCARIUS, ALETRIS FARINOSA, ALFALFA, ALLIUM CEPA, ALLIUM SATIVUM, AMBROSIA ARTEMISIAEFOLIA, ARSENICUM ALBUM, ARTEMISIA VULGARIS, ARUNDO MAURITANICA, AVENA SATIVA, BELLADONNA, BELLIS PERRENIS, BOVISTA, BROMIUM, BRYONIA, CAFFEINUM, CALCAREA CARBONICA, CALLUNA VULGARIS, FLOS, CAPSICUM ANNUUM, CAT HAIR, CHAMOMILLA, CHELIDONIUM MAJUS, CHENOPODIUM ANTHELMINTICUM, CINNAMOMUM | ARSENIC TRIOXIDE, CLEMATIS RECTA FLOWERING TOP, CONIUM MACULATUM FLOWERING TOP, LACHESIS MUTA VENOM, MERCURIC IODIDE, PHYTOLACCA AMERICANA ROOT, TOXICODENDRON PUBESCENS SHOOT, SCROPHULARIA NODOSA LEAF WITH STEM, AND SULFUR","Hevert Arzneimittel GmbH & Co KG | Newton Laboratories, Inc.",,4,0,0,1,WARNINGS SECTION WARNINGS: Keep out of reach of children,,,"INDICATIONS & USAGE SECTION Formulated for symptoms associated with food and environmental allergens such as congestion, swollen glands, runny nose, cough, rashes and stomach upset"
iodide,iodide,0.0,iodide,Allergies | Hevert Detox Lymph,"APIS MELLIFICA, ECHINACEA, HYDRASTIS CANADENSIS, TARAXACUM OFFICINALE, ACONITUM NAPELLUS, AETHUSA CYNAPIUM, AGARICUS MUSCARIUS, ALETRIS FARINOSA, ALFALFA, ALLIUM CEPA, ALLIUM SATIVUM, AMBROSIA ARTEMISIAEFOLIA, ARSENICUM ALBUM, ARTEMISIA VULGARIS, ARUNDO MAURITANICA, AVENA SATIVA, BELLADONNA, BELLIS PERRENIS, BOVISTA, BROMIUM, BRYONIA, CAFFEINUM, CALCAREA CARBONICA, CALLUNA VULGARIS, FLOS, CAPSICUM ANNUUM, CAT HAIR, CHAMOMILLA, CHELIDONIUM MAJUS, CHENOPODIUM ANTHELMINTICUM, CINNAMOMUM | ARSENIC TRIOXIDE, CLEMATIS RECTA FLOWERING TOP, CONIUM MACULATUM FLOWERING TOP, LACHESIS MUTA VENOM, MERCURIC IODIDE, PHYTOLACCA AMERICANA ROOT, TOXICODENDRON PUBESCENS SHOOT, SCROPHULARIA NODOSA LEAF WITH STEM, AND SULFUR","Hevert Arzneimittel GmbH & Co KG | Newton Laboratories, Inc.",,4,0,0,1,WARNINGS SECTION WARNINGS: Keep out of reach of children,,,"INDICATIONS & USAGE SECTION Formulated for symptoms associated with food and environmental allergens such as congestion, swollen glands, runny nose, cough, rashes and stomach upset"
iodin,potassium iodide,0.95,potassium iodide,Allergies | Pericardium Triple Warmer Meridian Opener,"APIS MELLIFICA, ECHINACEA, HYDRASTIS CANADENSIS, TARAXACUM OFFICINALE, ACONITUM NAPELLUS, AETHUSA CYNAPIUM, AGARICUS MUSCARIUS, ALETRIS FARINOSA, ALFALFA, ALLIUM CEPA, ALLIUM SATIVUM, AMBROSIA ARTEMISIAEFOLIA, ARSENICUM ALBUM, ARTEMISIA VULGARIS, ARUNDO MAURITANICA, AVENA SATIVA, BELLADONNA, BELLIS PERRENIS, BOVISTA, BROMIUM, BRYONIA, CAFFEINUM, CALCAREA CARBONICA, CALLUNA VULGARIS, FLOS, CAPSICUM ANNUUM, CAT HAIR, CHAMOMILLA, CHELIDONIUM MAJUS, CHENOPODIUM ANTHELMINTICUM, CINNAMOMUM | ARSENICUM ALBUM, AURUM METALLICUM, BARYTA CARBONICA, CALCAREA CARBONICA, GLONOINUM, IODIUM, KALI IODATUM, LACHESIS MUTUS, LITHIUM CARBONICUM, MERCURIUS SOLUBILIS, NAJA TRIPUDIANS, PHOSPHORICUM ACIDUM, PHOSPHORUS, SEPIA, SPONGIA TOSTA, TABACUM, THYROIDINUM (SUIS)","Deseret Biologicals, Inc. | Newton Laboratories, Inc.",,4,0,0,1,WARNINGS SECTION WARNINGS: Keep out of reach of children,,,"INDICATIONS & USAGE SECTION Formulated for symptoms associated with food and environmental allergens such as congestion, swollen glands, runny nose, cough, rashes and stomach upset"
iodine,iodine,0.95,iodine,Betadine | Lights Povindone Iodine Scrub | MediChoice Povidone-Iodine Prep Pad,POVIDONE-IODINE,"Atlantis Consumer Healthcare, Inc. | Lights Medical Manufacture Co., Ltd. | O&M HALYARD, INC.",,1,0,0,1,Warnings For external use only,,,Uses First aid to help prevent infection in minor cuts scrapes burns
iodine 5,iodine 5,0.0,iodine 5,Aurodone Povidone Iodine 5 % Opthalmic Solution | First Aid Antiseptic,POVIDONE IODINE 5 % TOPICAL SOLUTION | POVIDONE-IODINE 5%,Aurolab | Walgreen Company,,3,0,0,1,For external use only,,,"Uses A first aid spray to hel prevent infection in minor cuts, scrapes and burns"
