ingredient,canonical_name,groq_confidence,fda_search_term,brand_names,generic_names,manufacturers,dosage_forms,warnings_count,interactions_count,adverse_count,indications_count,first_warning,first_interaction,first_adverse,first_indication
trastuzumab deruxtecan,trastuzumab deruxtecan,0.99,trastuzumab deruxtecan,Enhertu,FAM-TRASTUZUMAB DERUXTECAN-NXKI,Daiichi Sankyo Inc.,,0,0,4,5,,,6 ADVERSE REACTIONS The following clinically significant adverse reactions are described elsewhere in the labeling: Interstitial Lung Disease/Pneumonitis [see Warnings and Precautions (5.1) ] Neutropenia [see Warnings and Precautions (5.2) ] Left Ventricular Dysfunction [see Warnings and Precautions,"1 INDICATIONS AND USAGE ENHERTU is a HER2-directed antibody and topoisomerase inhibitor conjugate indicated: HER2-Positive Metastatic Breast Cancer in combination with pertuzumab as first-line treatment of adult patients with unresectable or metastatic HER2-positive (IHC 3+ or ISH+) breast cancer, a"
travoprost,travoprost,0.95,travoprost,"Travoprost Ophthalmic | Travoprost Ophthalmic Solution | Travoprost Ophthalmic Solution, 0.004%","TRAVOPROST OPHTHALMIC SOLUTION | TRAVOPROST OPHTHALMIC SOLUTION, 0.004%",Bryant Ranch Prepack | GLENMARK PHARMACEUTICALS INC | Mylan Pharmaceuticals Inc.,,0,0,10,2,,,6 ADVERSE REACTIONS Most common adverse reaction (30% to 50%) is conjunctival hyperemia,1 INDICATIONS AND USAGE Travoprost ophthalmic solution (ionic buffered solution) 0.004% is indicated for the reduction of elevated intraocular pressure (IOP) in patients with open-angle glaucoma or ocular hypertension
trazodone,trazodone,0.99,trazodone,Trazodone Hydrochloride,TRAZODONE HYDROCHLORIDE,"A-S Medication Solutions | Asclemed USA, Inc. | PD-Rx Pharmaceuticals, Inc.",,0,10,5,2,,"7 DRUG INTERACTIONS CNS Depressants: Trazodone may enhance effects of alcohol, barbiturates, or other CNS depressants ( 7 )","6 ADVERSE REACTIONS Most common adverse reactions (incidence ≥ 5% and twice that of placebo) are: edema, blurred vision, syncope, drowsiness, fatigue, diarrhea, nasal congestion, weight loss ( 6 )",1 INDICATIONS AND USAGE Trazodone is a selective serotonin reuptake inhibitor indicated for the treatment of major depressive disorder (MDD) ( 1 )
tretinoin,tretinoin,0.95,tretinoin,Tretinoin,TRETINOIN,Bryant Ranch Prepack | Major Pharmaceuticals | Zydus Lifesciences Limited,,0,10,13,2,,7 DRUG INTERACTIONS,6 ADVERSE REACTIONS The following clinically significant adverse reactions are described elsewhere in the labeling:,"1 INDICATIONS AND USAGE Tretinoin capsules are indicated for the induction of remission in adults and pediatric patients 1 year of age and older with acute promyelocytic leukemia (APL) characterized by the presence of the t(15;17) translocation or PML/RARα gene expression, and who are refractory to "
triamcinolone,triamcinolone,0.95,triamcinolone,TRIAMCINOLONE ACETONIDE | Triamcinolone Acetonide | Triamcinolone acetonide,TRIAMCINOLONE ACETONIDE,Alembic Pharmaceuticals Inc. | Bryant Ranch Prepack | REMEDYREPACK INC.,,10,3,1,1,"WARNINGS Serious Neurologic Adverse Reactions with Epidural Administration Serious neurologic events, some resulting in death, have been reported with epidural injection of corticosteroids (see WARNINGS: Neurologic )","Gastrointestinal Steroids should be used with caution in active or latent peptic ulcers, diverticulitis, fresh intestinal anastomoses, and nonspecific ulcerative colitis, since they may increase the risk of a perforation","ADVERSE REACTIONS The following local adverse reactions are reported infrequently with topical corticosteroids, but may occur more frequently with the use of occlusive dressings (reactions are listed in an approximate decreasing order of occurrence): burning, itching, irritation, dryness, folliculit",INDICATIONS & USAGE Triamcinolone Acetonide Ointment is indicated for the relief of the inflammatory and pruritic manifestations of corticosteroid responsive dermatoses
triamcinolone acetonide,triamcinolone acetonide,0.99,triamcinolone acetonide,TRIAMCINOLONE ACETONIDE | Triamcinolone Acetonide | Triamcinolone acetonide,TRIAMCINOLONE ACETONIDE,Alembic Pharmaceuticals Inc. | Bryant Ranch Prepack | REMEDYREPACK INC.,,10,3,1,1,"WARNINGS Serious Neurologic Adverse Reactions with Epidural Administration Serious neurologic events, some resulting in death, have been reported with epidural injection of corticosteroids (see WARNINGS: Neurologic )","Gastrointestinal Steroids should be used with caution in active or latent peptic ulcers, diverticulitis, fresh intestinal anastomoses, and nonspecific ulcerative colitis, since they may increase the risk of a perforation","ADVERSE REACTIONS The following local adverse reactions are reported infrequently with topical corticosteroids, but may occur more frequently with the use of occlusive dressings (reactions are listed in an approximate decreasing order of occurrence): burning, itching, irritation, dryness, folliculit",INDICATIONS & USAGE Triamcinolone Acetonide Ointment is indicated for the relief of the inflammatory and pruritic manifestations of corticosteroid responsive dermatoses
tricalcium phosphate,tricalcium phosphate,0.99,tricalcium phosphate,Mekinist,TRAMETINIB,Novartis Pharmaceuticals Corporation,,4,2,15,1,Warnings: For external use only,7 DRUG INTERACTIONS MEKINIST is indicated for use in combination with dabrafenib,6 ADVERSE REACTIONS The following clinically significant adverse reactions are described elsewhere in the labeling: New Primary Malignancies [see Warnings and Precautions ( 5.1)] Hemorrhage [see Warnings and Precautions (5.2)] Colitis and Gastrointestinal Perforation [see Warnings and Precautions (5,Directions: Acne Clearing Cleanser Acne Clearing Tonic Acne Clearing Treatment 101
tricloasn,triclosan,0.95,triclosan,EcoCare 250 | Ecolab | Keystone,TRICLOSAN,Ecolab Inc.,,2,0,0,1,"Warnings For external use only Do not use in eyes When using this product if in eyes, rinse promptly and thoroughly with water discontinue use if irritation and redness develop Stop use and ask a doctor if skin irritation or redness occurs for more than 72 hours Keep out of reach of children",,,Uses for handwashing to decrease bacteria on the skin
triclos,triclosan,0.95,triclosan,EcoCare 250 | Ecolab | Keystone,TRICLOSAN,Ecolab Inc.,,2,0,0,1,"Warnings For external use only Do not use in eyes When using this product if in eyes, rinse promptly and thoroughly with water discontinue use if irritation and redness develop Stop use and ask a doctor if skin irritation or redness occurs for more than 72 hours Keep out of reach of children",,,Uses for handwashing to decrease bacteria on the skin
triclosan,triclosan,0.99,triclosan,EcoCare 250 | Ecolab | Keystone,TRICLOSAN,Ecolab Inc.,,2,0,0,1,"Warnings For external use only Do not use in eyes When using this product if in eyes, rinse promptly and thoroughly with water discontinue use if irritation and redness develop Stop use and ask a doctor if skin irritation or redness occurs for more than 72 hours Keep out of reach of children",,,Uses for handwashing to decrease bacteria on the skin
triethanol amine,triethanolamine,0.98,triethanolamine,Salicor | The Melanin No.1 Protectant Premium Melanin Care Ampoule,"PURIFIED WATER, GLYCERIN, NIACINAMIDE, XANTHAN GUM, ECHINACEA PURPUREA EXTRACT, 1,2-HEXANEDIOL, HYDROXYACETOPHENONE, CARBOMER, TRIETHANOLAMINE, LACTOBACILLUS FERMENT, SODIUM HYALURONATE, 1,2-PENTANEDIOL, DENDROBIUM NOBILE STEM EXTRACT, ALOE BARBADENSIS LEAF EXTRACT, PORTULACA OLERACEA EXTRACT, LYCIUM BARBARUM FRUIT EXTRACT, SOPHORA FLAVESCENS ROOT EXTRACT, ETHYLHEXYLGLYCERIN, ERGOTHIONEINE | TRIETHANOLAMINE SALICYLATE","Clinic Pharma | Reedfresh Co., LTD",,1,1,0,1,"For external use only Do not use on deep or puncture wounds, animal bites, or serious burns unless directed by a doctor Discontinue use and consult a dermatologist if any of the following symptoms occur, as continued use may worsen the condition: 1) Red spots, swelling, itching, or irritation during","Drugs That May Cause Methemoglobinemia When Used with Salicor™ Patients who are administered local anesthetics are at increased risk of developing methemoglobinemia when concurrently exposed to the following drugs, which could include other local anesthetics: Examples of Drugs Associated with Methem",,Temporarily protects and helps relieve minor skin irritations Helps protect chapped or cracked skin
triethanolamine,triethanolamine,0.99,triethanolamine,Salicor | The Melanin No.1 Protectant Premium Melanin Care Ampoule,"PURIFIED WATER, GLYCERIN, NIACINAMIDE, XANTHAN GUM, ECHINACEA PURPUREA EXTRACT, 1,2-HEXANEDIOL, HYDROXYACETOPHENONE, CARBOMER, TRIETHANOLAMINE, LACTOBACILLUS FERMENT, SODIUM HYALURONATE, 1,2-PENTANEDIOL, DENDROBIUM NOBILE STEM EXTRACT, ALOE BARBADENSIS LEAF EXTRACT, PORTULACA OLERACEA EXTRACT, LYCIUM BARBARUM FRUIT EXTRACT, SOPHORA FLAVESCENS ROOT EXTRACT, ETHYLHEXYLGLYCERIN, ERGOTHIONEINE | TRIETHANOLAMINE SALICYLATE","Clinic Pharma | Reedfresh Co., LTD",,1,1,0,1,"For external use only Do not use on deep or puncture wounds, animal bites, or serious burns unless directed by a doctor Discontinue use and consult a dermatologist if any of the following symptoms occur, as continued use may worsen the condition: 1) Red spots, swelling, itching, or irritation during","Drugs That May Cause Methemoglobinemia When Used with Salicor™ Patients who are administered local anesthetics are at increased risk of developing methemoglobinemia when concurrently exposed to the following drugs, which could include other local anesthetics: Examples of Drugs Associated with Methem",,Temporarily protects and helps relieve minor skin irritations Helps protect chapped or cracked skin
triglyceride,triglyceride,0.99,triglyceride,Bee Venom Joint Cream | Hydro Boosting Eye Cream,BEE VENOM JOINT CREAM | HYDRO BOOSTING EYE CREAM,"Guangzhou Yanxi Biotechnology Co., Ltd",,1,0,0,1,Keep out of children,,,For daily skin care
triglycerides,triglycerides,0.99,triglycerides,ANUBISMED | Anubis Barcelona Vital Line | Smoflipid,"HA HYALURONIC | HYDROLYZED ELASTIN, HYDROLYSED COLLAGEN, COCOGLYCERIDES | SMOFLIPID","ANUBIS COSMETICS SL | Fresenius Kabi USA, LLC",,1,3,15,2,Hyaluronic cream warnings,7 DRUG INTERACTIONS Soybean and olive oils in SMOFlipid contain vitamin K 1 which may counteract the anticoagulant activity of vitamin K antagonists such as warfarin,6 ADVERSE REACTIONS Adverse reactions described elsewhere in this Prescribing Information are:,"1 INDICATIONS AND USAGE SMOFlipid is indicated in adult and pediatric patients, including term and preterm neonates, as a source of calories and essential fatty acids for parenteral nutrition (PN) when oral or enteral nutrition is not possible, insufficient, or contraindicated"
trihexyphenidyle,trihexyphenidyl,0.98,trihexyphenidyl,Trihexyphenidyl Hydrochloride,TRIHEXYPHENIDYL HYDROCHLORIDE,Akorn | REMEDYREPACK INC.,,10,6,12,3,WARNINGS Patients to be treated with trihexyphenidyl should have a gonioscope evaluation prior to initiation of therapy and close monitoring of intraocular pressures,"Drug Interactions Cannabinoids, barbiturates, opiates, and alcohol may have additive effects with trihexyphenidyl, and thus, an abuse potential exists","ADVERSE REACTIONS Minor side effects, such as dryness of the mouth, blurred vision, dizziness, mild nausea or nervousness, will be experienced by 30 to 50 percent of all patients","INDICATIONS AND USAGE Trihexyphenidyl is indicated as an adjunct in the treatment of all forms of parkinsonism (postencephalitic, arteriosclerotic, and idiopathic)"
trimethoprim,trimethoprim,0.95,trimethoprim,Sulfamethoxazole and Trimethoprim,SULFAMETHOXAZOLE AND TRIMETHOPRIM,A-S Medication Solutions | Quality Care Products LLC,,10,10,11,5,"WARNINGS Embryofetal Toxicity Some epidemiologic studies suggest that exposure to sulfamethoxazole and trimethoprim during pregnancy may be associated with an increased risk of congenital malformations, particularly neural tube defects, cardiovascular malformations, urinary tract defects, oral cleft",Drug Interactions Potential for Sulfamethoxazole and Trimethoprim to Affect Other Drugs Trimethoprim is an inhibitor of CYP2C8 as well as OCT2 transporter,"ADVERSE REACTIONS The most common adverse effects are gastrointestinal disturbances (nausea, vomiting, anorexia) and allergic skin reactions (such as rash and urticaria)","INDICATIONS AND USAGE To reduce the development of drug-resistant bacteria and maintain the effectiveness of sulfamethoxazole and trimethoprim tablets, USP and other antibacterial drugs, sulfamethoxazole and trimethoprim tablets, USP should be used only to treat or prevent infections that are proven"
trimipramine,trimipramine,0.99,trimipramine,Trimipramine Maleate,TRIMIPRAMINE MALEATE,"Breckenridge Pharmaceutical, Inc. | Bryant Ranch Prepack",,9,10,12,4,"WARNINGS Clinical Worsening and Suicide Risk Patients with major depressive disorder (MDD), both adult and pediatric, may experience worsening of their depression and/or the emergence of suicidal ideation and behavior (suicidality) or unusual changes in behavior, whether or not they are taking antid",Drug Interactions Cimetidine There is evidence that cimetidine inhibits the elimination of tricyclic antidepressants,ADVERSE REACTIONS Note: The pharmacological similarities among the tricyclic antidepressants require that each of the reactions be considered when trimipramine maleate is administered,INDICATIONS AND USAGE Trimipramine Maleate Capsules are indicated for the relief of symptoms of depression
tripeptide,tripeptide,0.95,tripeptide,Beard Growth Essence | YVTYVT COPPER PEPTIDES FACIAL SERUM | YVTYVT Copper Peptides Face Serum,"BEARD GROWTH ESSENCE | BETAINE,COPPER TRIPEPTIDE-1,ALLANTOIN,CHRYSANTHELLUM INDICUM WHOLE | COPPER TRIPEPTIDE-1","Beijing JUNGE Technology Co., Ltd. | Guangzhou Kanglixin Medical Biotechnology Co., Ltd.",,2,0,0,2,For external use only,,,Do not apply on other parts of the body Avoid contact with the eyes
triprolidine,triprolidine,0.99,triprolidine,FLONASE Nighttime Allergy Relief | Mucinex Nightshift Sinus Maximum Strength | Target Overnight Cold and Flu,"ACETAMINOPHEN, DEXTROMETHORPHAN HBR, TRIPROLIDINE HCL | ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, PHENYLEPHRINE HYDROCHLORIDE, AND TRIPROLIDINE HYDROCHLORIDE | TRIPROLIDINE HCL",Haleon US Holdings LLC | RB Health (US) LLC | TARGET CORPORATION,,9,0,0,1,Warnings Liver warning This product contains acetaminophen,,,"Uses temporarily relieves these common cold and flu symptoms: cough minor aches and pains sore throat headache runny nose sneezing itching of the nose or throat itchy, watery eyes due to hay fever temporarily reduces fever controls cough to help you get to sleep"
triptorelin acetate,triptorelin,0.99,triptorelin,TRIPTODUR | Trelstar,TRIPTORELIN | TRIPTORELIN PAMOATE,"Azurity Pharmaceuticals, Inc. | Verity Pharmaceuticals Inc.",,0,4,14,2,,7 DRUG INTERACTIONS No drug-drug interaction studies involving TRELSTAR have been conducted,6 ADVERSE REACTIONS The following is discussed in more detail in other sections of the labeling: Hypersensitivity Reactions [ see Warnings and Precautions ( 5.1 ) ] Tumor Flare [ see Warnings and Precautions ( 5.2 ) ],1 INDICATIONS AND USAGE TRELSTAR is indicated for the treatment of advanced prostate cancer [ see Clinical Studies (14) ]
trithanolamine,triethanolamine,0.99,triethanolamine,Salicor | The Melanin No.1 Protectant Premium Melanin Care Ampoule,"PURIFIED WATER, GLYCERIN, NIACINAMIDE, XANTHAN GUM, ECHINACEA PURPUREA EXTRACT, 1,2-HEXANEDIOL, HYDROXYACETOPHENONE, CARBOMER, TRIETHANOLAMINE, LACTOBACILLUS FERMENT, SODIUM HYALURONATE, 1,2-PENTANEDIOL, DENDROBIUM NOBILE STEM EXTRACT, ALOE BARBADENSIS LEAF EXTRACT, PORTULACA OLERACEA EXTRACT, LYCIUM BARBARUM FRUIT EXTRACT, SOPHORA FLAVESCENS ROOT EXTRACT, ETHYLHEXYLGLYCERIN, ERGOTHIONEINE | TRIETHANOLAMINE SALICYLATE","Clinic Pharma | Reedfresh Co., LTD",,1,1,0,1,"For external use only Do not use on deep or puncture wounds, animal bites, or serious burns unless directed by a doctor Discontinue use and consult a dermatologist if any of the following symptoms occur, as continued use may worsen the condition: 1) Red spots, swelling, itching, or irritation during","Drugs That May Cause Methemoglobinemia When Used with Salicor™ Patients who are administered local anesthetics are at increased risk of developing methemoglobinemia when concurrently exposed to the following drugs, which could include other local anesthetics: Examples of Drugs Associated with Methem",,Temporarily protects and helps relieve minor skin irritations Helps protect chapped or cracked skin
trolamine salicylate,salicylic acid,0.95,salicylic acid,CeraVe Developed with Dermatologists Acne Control Cleanser | Clear Acne Spot Treatment | Quick Action,ACNE SPOT TREATMENT | SALICYLIC ACID,Kamedis | L'Oreal USA Products Inc | Walmart Inc.,,1,0,2,1,Warnings For external use only,,"ADVERSE REACTION Information: 1-888-287-1915 or Walmart.com/help DISTRIBUTED BY: Walmart Inc., Bentonville, AR 72716 PLASTIC TUBE Do Not Recycle how2recycle.info Made in the USA with domestic and imported ingredients",Use for the treatment of acne
tromethamine,tromethamine,1.0,tromethamine,Ketorolac Tromethamine,KETOROLAC TROMETHAMINE,"Asclemed USA, Inc. | Aurobindo Pharma Limited | Proficient Rx LP",,10,2,5,5,WARNINGS (See also Boxed WARNING .) The total combined duration of use of oral ketorolac tromethamine and intravenous or intramuscular dosing of ketorolac tromethamine is not to exceed 5 days in adults,Drug Interactions Ketorolac is highly bound to human plasma protein (mean 99.2%),ADVERSE REACTIONS Adverse reaction rates increase with higher doses of ketorolac tromethamine,INDICATIONS AND USAGE Carefully consider the potential benefits and risks of ketorolac tromethamine and other treatment options before deciding to use ketorolac
tropicamide,tropicamide,0.99,tropicamide,Mydriacyl | Tropicamide,TROPICAMIDE,"Alcon Laboratories, Inc. | Sandoz Inc | Somerset Therapeutics, LLC",,6,1,4,1,WARNINGS For topical ophthalmic use only,"Drug Interactions Tropicamide may interfere with the antihypertensive action of carbachol, pilocarpine, or ophthalmic cholinesterase inhibitors","ADVERSE REACTIONS Ocular: Transient stinging, blurred vision, photophobia and superficial punctate keratitis have been reported with the use of tropicamide",INDICATIONS AND USAGE For mydriasis and cycloplegia for diagnostic procedures
trospium,trospium,0.99,trospium,TROSPIUM CHLORIDE | Trospium Chloride,TROSPIUM CHLORIDE,Bryant Ranch Prepack | Zameer Pharmaceuticals LLC,,0,10,12,2,,7 DRUG INTERACTIONS Concomitant use with digoxin did not affect the pharmacokinetics of either drug,"6 ADVERSE REACTIONS The most common adverse reactions (greater than or equal to 1%) with trospium chloride tablets are dry mouth (20.1%), constipation (9.6%), and headache (4.2%)","1 INDICATIONS & USAGE Trospium chloride tablets is a muscarinic antagonist indicated for the treatment of overactive bladder (OAB) with symptoms of urge urinary incontinence, urgency, and urinary frequency"
trospium chloride,trospium,0.99,trospium,TROSPIUM CHLORIDE | Trospium Chloride,TROSPIUM CHLORIDE,Bryant Ranch Prepack | Zameer Pharmaceuticals LLC,,0,10,12,2,,7 DRUG INTERACTIONS Concomitant use with digoxin did not affect the pharmacokinetics of either drug,"6 ADVERSE REACTIONS The most common adverse reactions (greater than or equal to 1%) with trospium chloride tablets are dry mouth (20.1%), constipation (9.6%), and headache (4.2%)","1 INDICATIONS & USAGE Trospium chloride tablets is a muscarinic antagonist indicated for the treatment of overactive bladder (OAB) with symptoms of urge urinary incontinence, urgency, and urinary frequency"
trypsin,trypsin,0.99,trypsin,GUNA-DIGEST,ANGELICA ARCHANGELICA ROOT - ANISUM - ARTEMISIA ABROTANUM FLOWERING TOP - ASCORBIC ACID - CITRULLUS COLOCYNTHIS FRUIT PULP - GENTIANA LUTEA ROOT - MELATONIN - NIACIN - PANCRELIPASE AMYLASE - PANCRELIPASE LIPASE - PORK LIVER - SEROTONIN - STRYCHNOS NUX-VOMICA SEED - SUS SCROFA DIENCEPHALON - SUS SCROFA DUODENUM - SUS SCROFA GALL BLADDER - SUS SCROFA PANCREAS - SUS SCROFA PYLORUS - THIAMINE HYDROCHLORIDE - TRYPSIN - TRYPTOPHAN -,Guna spa,,5,0,0,1,WARNINGS Stop use and ask doctor if symptoms persist more than 5 days or worsen,,,Take 15 minutes before meals
trypsin complex,trypsin,0.95,trypsin,GUNA-DIGEST,ANGELICA ARCHANGELICA ROOT - ANISUM - ARTEMISIA ABROTANUM FLOWERING TOP - ASCORBIC ACID - CITRULLUS COLOCYNTHIS FRUIT PULP - GENTIANA LUTEA ROOT - MELATONIN - NIACIN - PANCRELIPASE AMYLASE - PANCRELIPASE LIPASE - PORK LIVER - SEROTONIN - STRYCHNOS NUX-VOMICA SEED - SUS SCROFA DIENCEPHALON - SUS SCROFA DUODENUM - SUS SCROFA GALL BLADDER - SUS SCROFA PANCREAS - SUS SCROFA PYLORUS - THIAMINE HYDROCHLORIDE - TRYPSIN - TRYPTOPHAN -,Guna spa,,5,0,0,1,WARNINGS Stop use and ask doctor if symptoms persist more than 5 days or worsen,,,Take 15 minutes before meals
tryptophan,tryptophan,0.99,tryptophan,L-Tryptophan High 7424 | OSTEOBIOS | Tryptophan,CALCITONIN HUMAN - CALCIUM CARBONATE - CALCIUM FLUORIDE - CALCIUM PHOSPHATE - ISOLEUCINE - LEUCINE - LYSINE - METHIONINE - PHENYLALANINE - SUS SCROFA BONE - SUS SCROFA PARATHYROID GLAND - THREONINE - TRYPTOPHAN - VALINE - | L-TRYPTOPHAN | L-TRYPTOPHAN HIGH,"BioActive Nutritional, Inc. | Guna spa | Professional Complementary Health Formulas",,5,0,0,1,"WARNINGS: If pregnant or breast-feeding, ask a health care professional before use",,,"INDICATIONS: For temporary relief of anxiety, bloating, constipation, mood swings, lethargy, inability to sleep and fatigue"
turpentine oil,turpentine oil,0.95,turpentine oil,Bladder Kidney Meridian Opener | Bladdertone | Lymph Tonic II,"APIS MELLIFICA, ARGENTUM NITRICUM, BERBERIS VULGARIS, CANTHARIS, EQUISETUM ARVENSE, KALI BICHROMICUM, LYCOPODIUM CLAVATUM, MERCURIUS SOLUBILIS, NATRUM MURIATICUM, PHOSPHORUS, RHUS TOX, SEPIA, TEREBINTHINA, THUJA OCCIDENTALIS | ECHINACEA (ANGUSTIFOLIA), COLLINSONIA CANADENSIS, PHYTOLACCA DECANDRA, KALI IODATUM, PINUS SYLVESTRIS, PIX LIQUIDA, FERRUM PHOSPHORICUM, AESCULUS HIPPOCASTANUM, BARYTA CARBONICA, BERBERIS VULGARIS, CALCAREA CARBONICA, CALCAREA PHOSPHORICA, CAUSTICUM, HEPAR SULPHURIS CALCAREUM, KREOSOTUM, LYCOPODIUM CLAVATUM, MERCURIUS SOLUBILIS, NATRUM MURIATICUM, NITRICUM ACIDUM, PHOSPHORUS, PULSATILLA (PRATENSIS), SILICEA, STELLARIA MEDIA, SULPHUR, TEREBINTHINA, THUJA OCCIDENTALIS, BUFO RANA | SARSAPARILLA, UVA-URSI, ARSENICUM ALBUM, CANTHARIS, PAREIRA BRAVA, PULSATILLA, SEPIA, TEREBINTHINA, POPULUS TREMULOIDES","BioActive Nutritional, Inc. | Deseret Biologicals, Inc. | Energique, Inc.",,5,0,0,4,"WARNINGS: If pregnant or breast-feeding, ask a health professional before use",,,For the temporary relief of symptoms including:
tyrosilane,tyrosine,0.95,tyrosine,Aminosyn-PF | D-87 | HGH COMPLEX,"ARGININE PYROGLUTAMATE, COLEUS FORSKOHLII, GLUTAMINE, GLYCINE, LYSINE, MUCUNA PRURIENS, ORNITHINE ALPHA-KETOGLUTARATE, TRIBULUS TERRESTRIS, TYROSINE, CDP-CHOLINE, GABA | ISOLEUCINE, LEUCINE, LYSINE ACETATE, METHIONINE, PHENYLALANINE, THREONINE, TRYPTOPHAN, VALINE, ALANINE, ARGININE, ASPARTIC ACID, GLUTAMIC ACID, GLYCINE, HISTIDINE, PROLINE, SERINE, TAURINE, AND TYROSINE | PHYTOLACCA AMERICANA ROOT, SPONGIA OFFICINALIS SKELETON, ROASTED, FUCUS VESICULOSUS, THYROID, UNSPECIFIED, OYSTER SHELL CALCIUM CARBONATE, CRUDE, ARGININE, TYROSINE, AND NIACIN","DNA Labs, Inc. | ICU Medical Inc. | ProBlen",,3,0,7,1,Warnings Use only if cap seal is unbroken,,"ADVERSE REACTIONS Local reactions consisting of erythema, phlebitis and thrombosis at the infusion site have occurred with peripheral intravenous infusion of amino acids particularly if other substances, such as antibiotics, are also administered through the same site","INDICATIONS Slimming effect, water retention"
tyrosine,tyrosine,0.99,tyrosine,Aminosyn-PF | D-87 | HGH COMPLEX,"ARGININE PYROGLUTAMATE, COLEUS FORSKOHLII, GLUTAMINE, GLYCINE, LYSINE, MUCUNA PRURIENS, ORNITHINE ALPHA-KETOGLUTARATE, TRIBULUS TERRESTRIS, TYROSINE, CDP-CHOLINE, GABA | ISOLEUCINE, LEUCINE, LYSINE ACETATE, METHIONINE, PHENYLALANINE, THREONINE, TRYPTOPHAN, VALINE, ALANINE, ARGININE, ASPARTIC ACID, GLUTAMIC ACID, GLYCINE, HISTIDINE, PROLINE, SERINE, TAURINE, AND TYROSINE | PHYTOLACCA AMERICANA ROOT, SPONGIA OFFICINALIS SKELETON, ROASTED, FUCUS VESICULOSUS, THYROID, UNSPECIFIED, OYSTER SHELL CALCIUM CARBONATE, CRUDE, ARGININE, TYROSINE, AND NIACIN","DNA Labs, Inc. | ICU Medical Inc. | ProBlen",,3,0,7,1,Warnings Use only if cap seal is unbroken,,"ADVERSE REACTIONS Local reactions consisting of erythema, phlebitis and thrombosis at the infusion site have occurred with peripheral intravenous infusion of amino acids particularly if other substances, such as antibiotics, are also administered through the same site","INDICATIONS Slimming effect, water retention"
tyrostat,thyrotropin-releasing hormone,0.98,thyrotropin-releasing hormone,Glimepiride | anti itch,GLIMEPIRIDE | HYDROCORTISONE,"American Health Packaging | Meijer, Inc.",,10,10,12,4,Warnings For external use only Do not use,"7 DRUG INTERACTIONS Certain medications may affect glucose metabolism, requiring glimepiride tablets dose adjustment and close monitoring of blood glucose ( 7.1 )","6 ADVERSE REACTIONS The following serious adverse reactions are discussed in more detail below and elsewhere in the labeling: Hypoglycemia [see Warnings and Precautions (5.1) ] Hemolytic anemia [see Warnings and Precautions (5.3) ] In clinical trials, the most common adverse reactions with glimepiri",1 INDICATIONS AND USAGE Glimepiride tablets are indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus [see Clinical Studies (14.1) ]
ubiquinone,ubidecarenone,0.99,ubidecarenone,Degex Drops 2017 | GUNA-AWARENESS | Lymph III,"BETAINE - BUFO BUFO CUTANEOUS GLAND - CALCIUM CARBONATE - CHROMIC SULFATE - CICUTA VIROSA ROOT - COPPER - FOLIC ACID - GOLD - COBALAMIN - IRON - LACHESIS MUTA VENOM - MELATONIN - MOLYBDENUM - NEUROTROPHIN-3 - NEUROTROPHIN-4 - OXYTOCIN - SILICON DIOXIDE - SUS SCROFA FRONTAL LOBE - SUS SCROFA TEMPORAL LOBE - THYROTROPIN ALFA - UBIDECARENONE - VANADIUM - ZINC - BRAIN-DERIVED NEUROTROPHIC FACTOR HUMAN - | DEGEX DROPS | ECHINACEA (ANGUSTIFOLIA), BOLDO, PHYTOLACCA DECANDRA, PINUS SYLVESTRIS, THYROIDINUM (SUIS), GERMANIUM SESQUIOXIDE, ARNICA MONTANA, CALCAREA IODATA, HAMAMELIS VIRGINIANA, HEPAR SULPHURIS CALCAREUM, ADENOSINUM TRIPHOSPHORICUM DINATRUM, UBIDECARENONUM, NAJA TRIPUDIANS, CALCAREA PHOSPHORICA, NATRUM SULPHURICUM, PYROGENIUM, SULPHUR, CARCINOSIN, INFLUENZINUM (2023-2024)","BioActive Nutritional, Inc. | Guna spa | Professional Complementary Health Formulas",,3,0,0,1,"WARNINGS In case of overdose, get medical help or contact a poison control center right away",,,"INDICATIONS For the temporary relief of lethargy, fatigue, weakness, minor aches or pains in muscles or joints, or dry, itchy skin.*"
ulipristal acetate,ulipristal,0.99,ulipristal,Ella,ULIPRISTAL ACETATE,"A-S Medication Solutions | HRA PHARMA AMERICA, INC.",,0,10,10,4,,7 DRUG INTERACTIONS Several in vivo drug interaction studies have shown that ella is predominantly metabolized by CYP3A4,"6 ADVERSE REACTIONS The most common adverse reactions (≥ 5%) in the clinical trials were headache (18%), abdominal pain (12%), nausea (12%), dysmenorrhea (9%), fatigue (6%) and dizziness (5%)",1 INDICATIONS AND USAGE Ella is a progesterone agonist/antagonist emergency contraceptive indicated for prevention of pregnancy following unprotected intercourse or a known or suspected contraceptive failure [see Dosage and Administration (2.1) ] 
