ingredient,canonical_name,groq_confidence,fda_search_term,brand_names,generic_names,manufacturers,dosage_forms,warnings_count,interactions_count,adverse_count,indications_count,first_warning,first_interaction,first_adverse,first_indication
polymyxin b sulphate,polymyxin B,0.99,polymyxin B,"PS - 2895 Triple Antibiotic , 0.5g | PS-2261 Triple Antibiotic, 0.5g | health and .beyond Triple Antibiotic","BACITRACIN ZINC, NEOMYCIN SULFATE, POLYMYXIN B SULFATE | PS - 2895 TRIPLE ANTIBIOTIC , 0.5G | PS-2261 TRIPLE ANTIBIOTIC, 0.5G",Nantong Health & Beyond Hygienic Products Inc. | ProStat First Aid LLC | Prostat First Aid LLC,,7,0,0,1,Warnings For External Use Only Do not use,,,"Use(s) First aid to help prevent infection in minor cuts, scrapes, and burns"
polysorbate,polysorbate,0.99,polysorbate,Bee Venom Joint Cream | Droptics Dry Eye Relief | Rohto Cool Max,"BEE VENOM JOINT CREAM | CARBOXYMETHYLCELLULOSE SODIUM,GLYCERIN,POLYSORBATE 80 | NAPHAZOLINE HYDROCHLORIDE, POLYSORBATE 80","Droptics LLC | Guangzhou Yanxi Biotechnology Co., Ltd | The Mentholatum Company",,2,0,0,1,Warnings For external use only Ask a doctor before use if you have narrow angle glaucoma When using this product do not touch top of container to any surface to avoid contamination replace cap after each use do not use if solution changes color or becomes cloudy overuse may cause more eye redness pu,,,Uses relieves redness of the eye due to minor eye irritations temporarily relieves burning and irritation due to dryness of the eye for protection against further irritation
polyvalent gas gangrene antitoxin,tetanus antitoxin,0.95,tetanus antitoxin,Methocarbamol,METHOCARBAMOL,Sagent Pharmaceuticals,,10,2,7,5,WARNINGS Penicillin G procaine should only be prescribed for the indications listed in this insert,"Drug Interactions Tetracycline, a bacteriostatic antibiotic, may antagonize the bactericidal effect of penicillin and concurrent use of these drugs should be avoided",ADVERSE REACTIONS Allergic Reactions Penicillin is a substance of low toxicity but does possess a significant index of sensitization,INDICATIONS AND USAGE Penicillin G procaine is indicated in the treatment of moderately severe infections in both adults and pediatric patients due to penicillin-G-susceptible microorganisms that are susceptible to the low and persistent serum levels common to this particular dosage form in the indi
polyvidone,povidone,0.99,povidone,Betadine | Lights Povindone Iodine Scrub | MediChoice Povidone-Iodine Prep Pad,POVIDONE-IODINE,"Atlantis Consumer Healthcare, Inc. | Lights Medical Manufacture Co., Ltd. | O&M HALYARD, INC.",,1,0,0,1,Warnings For external use only,,,Uses First aid to help prevent infection in minor cuts scrapes burns
polyvinyl alcohol,polyvinyl alcohol,0.99,polyvinyl alcohol,Clear Eyes Triple Relief | FRESHKOTE PRESERVATIVE FREE LUBRICANT EYE DROPS | Rugby Polyvinyl Alcohol 1.4% Lubricating Eye Drops,"POLYVINYL ALCOHOL | POLYVINYL ALCOHOL AND POVIDONE AND TETRAHYDROZOLINE HYDROCHLORIDE | POVIDONE, POLYVINYL ALCOHOL SOLUTION","Harrow Eye, LLC | Prestige Brands Holdings, Inc. | Rugby Laboratories",,1,0,0,1,Warnings For external use only,,,Uses For use as a lubricant to reduce further irritation or to relieve dryness of the eye For the temporary relief of discomfort due to minor irritations of the eye or to exposure to wind or sun
polyvinyl pyrrolidone,povidone,0.99,povidone,Betadine | Lights Povindone Iodine Scrub | MediChoice Povidone-Iodine Prep Pad,POVIDONE-IODINE,"Atlantis Consumer Healthcare, Inc. | Lights Medical Manufacture Co., Ltd. | O&M HALYARD, INC.",,1,0,0,1,Warnings For external use only,,,Uses First aid to help prevent infection in minor cuts scrapes burns
ponesimod,ponesimod,0.99,ponesimod,PONVORY,PONESIMOD,"Janssen Pharmaceuticals, Inc | Vanda Pharmaceuticals Inc.",,0,10,7,2,,7 DRUG INTERACTIONS Vaccines: Avoid live attenuated vaccines during and for up to 1-2 weeks after treatment with PONVORY,6 ADVERSE REACTIONS The following serious adverse reactions are described elsewhere in labeling: Infections [see Warnings and Precautions ( 5.1 )] Bradyarrhythmia and Atrioventricular Conduction Delays [see Warnings and Precautions ( 5.2 )] Respiratory Effects [see Warnings and Precautions ( 5.3 )] ,"1 INDICATIONS AND USAGE PONVORY is indicated for the treatment of relapsing forms of multiple sclerosis (MS), to include clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease, in adults"
popylene glycol,propylene glycol,0.95,propylene glycol,Advanced Eye Relief Dry Eye Rejuvenation | Foster and Thrive Long Lasting Lubricant Eye Drops | Foster and Thrive Lubricating Tears Lubricant Eye Drops,"GLYCERIN PROPYLENE GLYCOL | POLYETHYLENE GLYCOL 400, PROPYLENE GLYCOL",Bausch & Lomb Incorporated | Strategic Sourcing Services LLC,,3,0,0,1,Warnings For external use only Do not use if this product changes color or becomes cloudy if you are sensitive to any ingredient in this product When using this product do not touch tip of container to any surface to avoid contamination replace cap after each use Stop use and ask a doctor if you fee,,,Uses for temporary relief of burning and irritation due to dryness of the eye
poractant alfa,poractant alpha,0.99,poractant alpha,,,,,10,5,6,5,"WARNINGS Suicidal Behavior and Ideation Antiepileptic drugs (AEDs), including gabapentin, increase the risk of suicidal thoughts or behavior in patients taking these drugs for any indication","Drug Interactions In vitro studies were conducted to investigate the potential of gabapentin to inhibit the major cytochrome P450 enzymes (CYP1A2, CYP2A6, CYP2C9, CYP2C19, CYP2D6, CYP2E1, and CYP3A4) that mediate drug and xenobiotic metabolism using isoform selective marker substrates and human live","ADVERSE REACTIONS Postherpetic Neuralgia The most commonly observed adverse events associated with the use of gabapentin in adults, not seen at an equivalent frequency among placebo-treated patients, were dizziness, somnolence, and peripheral edema","INDICATIONS & USAGE Gabapentin Tablets, USP Read the Medication Guide before you start taking gabapentin and each time you get a refill"
posaconazole,posaconazole,1.0,posaconazole,POSACONAZOLE | posaconazole,POSACONAZOLE,"Mylan Institutional LLC | Novadoz Pharmaceuticals LLC | Westminster Pharmaceuticals, LLC",,0,10,10,1,,7 DRUG INTERACTIONS Posaconazole is primarily metabolized via UDP glucuronosyltransferase and is a substrate of p-­glycoprotein (P-gp) efflux,6 ADVERSE REACTIONS The following serious and otherwise important adverse reactions are discussed in detail in another section of the labeling: Hypersensitivity [ see Contraindications (4.1) ] Arrhythmias and QT Prolongation [ see Warnings and Precautions (5.2) ] Hepatic Toxicity [ see Warnings and ,"1 INDICATIONS AND USAGE Posaconazole is an azole antifungal indicated as follows: Posaconazole is indicated for the prophylaxis of invasive Aspergillus and Candida infections in patients who are at high risk of developing these infections due to being severely immunocompromised, such as hematopoieti"
potasium chloride,potassium chloride,0.95,potassium chloride,Potassium Chloride | Potassium chloride | Ringers,"POTASSIUM CHLORIDE | SODIUM CHLORIDE, CALCIUM CHLORIDE, AND POTASSIUM CHLORIDE","ANI Pharmaceuticals, Inc. | B. Braun Medical Inc. | Epic Pharma, LLC",,0,6,6,2,,7 DRUG INTERACTIONS Triamterene and amiloride: Concomitant use is contraindicated (7.1) Renin-angiotensin-aldosterone inhibitors: Monitor for hyperkalemia (7.2) Nonsteroidal anti-inflammatory drugs: Monitor for hyperkalemia (7.3) 7.1 Triamterene or amiloride Use with triamterene or amiloride can pro,"6 ADVERSE REACTIONS The most common adverse reactions are nausea, vomiting, flatulence, abdominal pain/discomfort and diarrhea","1 INDICATIONS AND USAGE Potassium Chloride Extended-Release Tablets are indicated for the treatment and prophylaxis of hypokalemia with or without metabolic alkalosis, in patients for whom dietary management with potassium-rich foods or diuretic dose reduction is insufficient"
potassiu,potassium,0.98,potassium,EMF Protect and Balance | Potassium Chloride | Sinusitis Drops 2060,"ALFALFA, CADMIUM SULPHURATUM, CALCAREA CARBONICA, CUPRUM METALLICUM, FERRUM METALLICUM, FUCUS VESICULOSUS, HYPERICUM PERFORATUM, KALI PHOSPHORICUM, MAGNESIA PHOSPHORICA, MANGANUM METALLICUM, MERCURIUS VIVUS, PLUMBUM METALLICUM, SILICEA, SYMPHYTUM OFFICINALE, TARENTULA HISPANA, X-RAY, YTTERBIUM OXIDE | POTASSIUM CHLORIDE | SINUSITIS DROPS","Deseret Biologicals, Inc. | Epic Pharma, LLC | Professional Complementary Health Formulas",,6,6,6,1,"WARNINGS If symptoms do not improve or are accompanied by fever, consult a doctor",7 DRUG INTERACTIONS Triamterene and amiloride: Concomitant use is contraindicated (7.1) Renin-angiotensin-aldosterone inhibitors: Monitor for hyperkalemia (7.2) Nonsteroidal anti-inflammatory drugs: Monitor for hyperkalemia (7.3) 7.1 Triamterene or amiloride Use with triamterene or amiloride can pro,"6 ADVERSE REACTIONS The most common adverse reactions are nausea, vomiting, flatulence, abdominal pain/discomfort and diarrhea","INDICATIONS For the temporary relief of runny nose, nasal congestion, headache, or mild facial or ear pain due to a cold, hay fever, or other upper respiratory allergies.*"
potassium,potassium,0.95,potassium,EMF Protect and Balance | Potassium Chloride | Sinusitis Drops 2060,"ALFALFA, CADMIUM SULPHURATUM, CALCAREA CARBONICA, CUPRUM METALLICUM, FERRUM METALLICUM, FUCUS VESICULOSUS, HYPERICUM PERFORATUM, KALI PHOSPHORICUM, MAGNESIA PHOSPHORICA, MANGANUM METALLICUM, MERCURIUS VIVUS, PLUMBUM METALLICUM, SILICEA, SYMPHYTUM OFFICINALE, TARENTULA HISPANA, X-RAY, YTTERBIUM OXIDE | POTASSIUM CHLORIDE | SINUSITIS DROPS","Deseret Biologicals, Inc. | Epic Pharma, LLC | Professional Complementary Health Formulas",,6,6,6,1,"WARNINGS If symptoms do not improve or are accompanied by fever, consult a doctor",7 DRUG INTERACTIONS Triamterene and amiloride: Concomitant use is contraindicated (7.1) Renin-angiotensin-aldosterone inhibitors: Monitor for hyperkalemia (7.2) Nonsteroidal anti-inflammatory drugs: Monitor for hyperkalemia (7.3) 7.1 Triamterene or amiloride Use with triamterene or amiloride can pro,"6 ADVERSE REACTIONS The most common adverse reactions are nausea, vomiting, flatulence, abdominal pain/discomfort and diarrhea","INDICATIONS For the temporary relief of runny nose, nasal congestion, headache, or mild facial or ear pain due to a cold, hay fever, or other upper respiratory allergies.*"
potassium aluminium sulfate,aluminium potassium sulfate,0.95,aluminium potassium sulfate,Mekinist | Naproxen,NAPROXEN | TRAMETINIB,A-S Medication Solutions | Novartis Pharmaceuticals Corporation,,6,10,15,5,Do not exceed recommended dosage,7 DRUG INTERACTIONS See Table 1 for clinically significant drug interactions with naproxen,6 ADVERSE REACTIONS The following adverse reactions are discussed in greater detail in other sections of the labeling:,1 INDICATIONS AND USAGE Naproxen tablets and naproxen sodium tablets are indicated for: the relief of the signs and symptoms of:
potassium aluminium sulfate dodecahyd,aluminium potassium sulfate,0.95,aluminium potassium sulfate,Mekinist | Naproxen,NAPROXEN | TRAMETINIB,A-S Medication Solutions | Novartis Pharmaceuticals Corporation,,6,10,15,5,Do not exceed recommended dosage,7 DRUG INTERACTIONS See Table 1 for clinically significant drug interactions with naproxen,6 ADVERSE REACTIONS The following adverse reactions are discussed in greater detail in other sections of the labeling:,1 INDICATIONS AND USAGE Naproxen tablets and naproxen sodium tablets are indicated for: the relief of the signs and symptoms of:
potassium bicarbonat,potassium bicarbonate,0.95,potassium bicarbonate,Alka-Seltzer Gold | Effer-K 10 mEq Cherry Vanilla | Effer-K 10 mEq Unflavored | Effer-K 20 mEq Orange Cream | Effer-K 20 mEq Unflavored | Effer-K Cherry Berry | Effer-K Lemon Citrus | Effer-K Orange | Effer-K Unflavored,ALKA-SELTZER GOLD | POTASSIUM BICARBONATE,Bayer HealthCare LLC. | Nomax Inc.,,10,4,4,2,Reye’s syndrome: Children and teenagers who have or are recovering from chicken pox or flu-like symptoms should not use this product,Drug Interactions The simultaneous administration of potassium supplements and a potassium-sparing diuretic can produce severe hyperkalemia (see Contraindications ),"Adverse Reactions One of the most severe adverse effects is hyperkalemia (see Contraindications , Warnings and Overdosage )",Uses for the relief of
potassium bicarbonate,potassium bicarbonate,0.99,potassium bicarbonate,Alka-Seltzer Gold | Effer-K 10 mEq Cherry Vanilla | Effer-K 10 mEq Unflavored | Effer-K 20 mEq Orange Cream | Effer-K 20 mEq Unflavored | Effer-K Cherry Berry | Effer-K Lemon Citrus | Effer-K Orange | Effer-K Unflavored,ALKA-SELTZER GOLD | POTASSIUM BICARBONATE,Bayer HealthCare LLC. | Nomax Inc.,,10,4,4,2,Reye’s syndrome: Children and teenagers who have or are recovering from chicken pox or flu-like symptoms should not use this product,Drug Interactions The simultaneous administration of potassium supplements and a potassium-sparing diuretic can produce severe hyperkalemia (see Contraindications ),"Adverse Reactions One of the most severe adverse effects is hyperkalemia (see Contraindications , Warnings and Overdosage )",Uses for the relief of
potassium bromide,potassium bromide,0.99,potassium bromide,Joette Calabrese Survivalist Kit | KALI BROM | KALI BROMATUM,ABROT ACON AGN AIL AMBR AMBRO AM-C ANT-C APIS ARN ARS AUR-A AUR BAPT BAR-C BELL BB BOTH BOV BROM CADM-S CALAD CALC CAMPH CARB-AC CARD-M CEAN CHEL CHININ-A CINA CHIN CIC COB COLCH CON CROT-H CROT-T CUPR DULC ELAPS EUP-PER FL-AC GALPH GRAPH GUNP HAM HEKLA HELL HEP HYDR-AC HYOS HYPER KALI-BR KALI-C KALI-I LATH LAUR LED LOB MERC-CY MERC MEZ MOSCH MUR-AC NAJA NAT-C NIT-AC NUX-M PYROG PH-AC PIC-AC PLB RHUS-T RUTA SAMB SANG SARR SEP STRAM SUL-AC TAB TERENT TER TEUCR VERAT VERAT-V VIP | KALI BROM | KALI BROMATUM,"OHM PHARMA INC. | Rxhomeo Private Limited d.b.a. Rxhomeo, Inc",,2,0,0,1,"WARNINGS This product is to be used for self-limiting conditions If symptoms do not improve in 4 days, or worsen, discontinue use and seek assistance of health professional As with any drug, if you are preganant, or nursing a baby, seek professional advice before taking this product Keep this and al",,,INDICATIONS Condition listed above or as directed by the physician
potassium chloride,potassium chloride,0.99,potassium chloride,Potassium Chloride | Potassium chloride | Ringers,"POTASSIUM CHLORIDE | SODIUM CHLORIDE, CALCIUM CHLORIDE, AND POTASSIUM CHLORIDE","ANI Pharmaceuticals, Inc. | B. Braun Medical Inc. | Epic Pharma, LLC",,0,6,6,2,,7 DRUG INTERACTIONS Triamterene and amiloride: Concomitant use is contraindicated (7.1) Renin-angiotensin-aldosterone inhibitors: Monitor for hyperkalemia (7.2) Nonsteroidal anti-inflammatory drugs: Monitor for hyperkalemia (7.3) 7.1 Triamterene or amiloride Use with triamterene or amiloride can pro,"6 ADVERSE REACTIONS The most common adverse reactions are nausea, vomiting, flatulence, abdominal pain/discomfort and diarrhea","1 INDICATIONS AND USAGE Potassium Chloride Extended-Release Tablets are indicated for the treatment and prophylaxis of hypokalemia with or without metabolic alkalosis, in patients for whom dietary management with potassium-rich foods or diuretic dose reduction is insufficient"
potassium citrate,potassium citrate,0.99,potassium citrate,POTASSIUM CITRATE | Teeth Whitening Kit,POTASSIUM CITRATE | TEETH WHITENING KIT,"Bryant Ranch Prepack | Jiangxi Dentalbright Technology Co., Ltd | REMEDYREPACK INC.",,2,6,5,3,Warnings Don't swallow,7 DRUG INTERACTIONS The following drug interactions may occur with potassium citrate: Potassium-sparing diuretics: concomitant administration should be avoided since the simultaneous administration of these agents can produce severe hyperkalemia (7.1) Drugs that slow gastrointestinal transit time: T,"6 ADVERSE REACTIONS Some patients may develop minor gastrointestinal complaints such as abdominal discomfort, vomiting, diarrhea, loose bowel movements or nausea",1 INDICATIONS AND USAGE Potassium citrate extended-release tablets are a citrate salt of potassium indicated for the management of: Renal tubular acidosis (RTA) with calcium stones (1.1) Hypocitraturic calcium oxalate nephrolithiasis of any etiology (1.2) Uric acid lithiasis with or without calcium 
potassium clorazepate,clorazepate,0.95,clorazepate,Clorazepate Dipotassium,CLORAZEPATE DIPOTASSIUM,Coupler LLC,,10,10,7,5,"WARNINGS Risks from Concomitant Use with Opioids Concomitant use of benzodiazepines, including clorazepate dipotassium, and opioids may result in profound sedation, respiratory depression, coma, and death",DRUG INTERACTIONS The concomitant use of benzodiazepines and opioids increases the risk of respiratory depression because of actions at different receptor sites in the CNS that control respiration,ADVERSE REACTIONS The side effect most frequently reported was drowsiness,INDICATIONS AND USAGE Clorazepate dipotassium is indicated for the management of anxiety disorders or for the short-term relief of the symptoms of anxiety
potassium glycerophosphate,potassium glycerophosphate,0.99,potassium glycerophosphate,Potassium Chloride | Sinusitis Drops 2060,POTASSIUM CHLORIDE | SINUSITIS DROPS,"Epic Pharma, LLC | Professional Complementary Health Formulas",,6,6,6,1,"WARNINGS If symptoms do not improve or are accompanied by fever, consult a doctor",7 DRUG INTERACTIONS Triamterene and amiloride: Concomitant use is contraindicated (7.1) Renin-angiotensin-aldosterone inhibitors: Monitor for hyperkalemia (7.2) Nonsteroidal anti-inflammatory drugs: Monitor for hyperkalemia (7.3) 7.1 Triamterene or amiloride Use with triamterene or amiloride can pro,"6 ADVERSE REACTIONS The most common adverse reactions are nausea, vomiting, flatulence, abdominal pain/discomfort and diarrhea","INDICATIONS For the temporary relief of runny nose, nasal congestion, headache, or mild facial or ear pain due to a cold, hay fever, or other upper respiratory allergies.*"
potassium hydrogen sulphate,potassium hydrogen sulfate,0.99,potassium hydrogen sulfate,Mekinist,TRAMETINIB,Novartis Pharmaceuticals Corporation,,5,2,15,5,"WARNINGS Drugs with thyroid hormone activity, alone or together with other therapeutic agents, have been used for the treatment of obesity",7 DRUG INTERACTIONS MEKINIST is indicated for use in combination with dabrafenib,6 ADVERSE REACTIONS The following clinically significant adverse reactions are described elsewhere in the labeling: New Primary Malignancies [see Warnings and Precautions ( 5.1)] Hemorrhage [see Warnings and Precautions (5.2)] Colitis and Gastrointestinal Perforation [see Warnings and Precautions (5,1 INDICATIONS AND USAGE MEKINIST is a kinase inhibitor indicated as a single agent for the treatment of BRAF-inhibitor treatment-naïve patients with unresectable or metastatic melanoma with BRAF V600E or V600K mutations as detected by an FDA-approved test
potassium hydroxide,potassium hydroxide,0.99,potassium hydroxide,MDFARMA COLD and FLU RELIEF,"ATROPINE, NAJA NAJA VENOM, MAGNESIUM CHLORIDE, POTASSIUM HYDROXIDE",Green Earth Health Inc.,,6,0,0,1,"Warnings If symptoms persist or worsen, discontinue use, seek medical attention",,,Use Temporarily relieves symptoms associated with colds and flu
potassium i,potassium iodide,0.95,potassium iodide,Allergies | Pericardium Triple Warmer Meridian Opener,"APIS MELLIFICA, ECHINACEA, HYDRASTIS CANADENSIS, TARAXACUM OFFICINALE, ACONITUM NAPELLUS, AETHUSA CYNAPIUM, AGARICUS MUSCARIUS, ALETRIS FARINOSA, ALFALFA, ALLIUM CEPA, ALLIUM SATIVUM, AMBROSIA ARTEMISIAEFOLIA, ARSENICUM ALBUM, ARTEMISIA VULGARIS, ARUNDO MAURITANICA, AVENA SATIVA, BELLADONNA, BELLIS PERRENIS, BOVISTA, BROMIUM, BRYONIA, CAFFEINUM, CALCAREA CARBONICA, CALLUNA VULGARIS, FLOS, CAPSICUM ANNUUM, CAT HAIR, CHAMOMILLA, CHELIDONIUM MAJUS, CHENOPODIUM ANTHELMINTICUM, CINNAMOMUM | ARSENICUM ALBUM, AURUM METALLICUM, BARYTA CARBONICA, CALCAREA CARBONICA, GLONOINUM, IODIUM, KALI IODATUM, LACHESIS MUTUS, LITHIUM CARBONICUM, MERCURIUS SOLUBILIS, NAJA TRIPUDIANS, PHOSPHORICUM ACIDUM, PHOSPHORUS, SEPIA, SPONGIA TOSTA, TABACUM, THYROIDINUM (SUIS)","Deseret Biologicals, Inc. | Newton Laboratories, Inc.",,4,0,0,1,WARNINGS SECTION WARNINGS: Keep out of reach of children,,,"INDICATIONS & USAGE SECTION Formulated for symptoms associated with food and environmental allergens such as congestion, swollen glands, runny nose, cough, rashes and stomach upset"
potassium iodide,potassium iodide,0.99,potassium iodide,Allergies | Pericardium Triple Warmer Meridian Opener,"APIS MELLIFICA, ECHINACEA, HYDRASTIS CANADENSIS, TARAXACUM OFFICINALE, ACONITUM NAPELLUS, AETHUSA CYNAPIUM, AGARICUS MUSCARIUS, ALETRIS FARINOSA, ALFALFA, ALLIUM CEPA, ALLIUM SATIVUM, AMBROSIA ARTEMISIAEFOLIA, ARSENICUM ALBUM, ARTEMISIA VULGARIS, ARUNDO MAURITANICA, AVENA SATIVA, BELLADONNA, BELLIS PERRENIS, BOVISTA, BROMIUM, BRYONIA, CAFFEINUM, CALCAREA CARBONICA, CALLUNA VULGARIS, FLOS, CAPSICUM ANNUUM, CAT HAIR, CHAMOMILLA, CHELIDONIUM MAJUS, CHENOPODIUM ANTHELMINTICUM, CINNAMOMUM | ARSENICUM ALBUM, AURUM METALLICUM, BARYTA CARBONICA, CALCAREA CARBONICA, GLONOINUM, IODIUM, KALI IODATUM, LACHESIS MUTUS, LITHIUM CARBONICUM, MERCURIUS SOLUBILIS, NAJA TRIPUDIANS, PHOSPHORICUM ACIDUM, PHOSPHORUS, SEPIA, SPONGIA TOSTA, TABACUM, THYROIDINUM (SUIS)","Deseret Biologicals, Inc. | Newton Laboratories, Inc.",,4,0,0,1,WARNINGS SECTION WARNINGS: Keep out of reach of children,,,"INDICATIONS & USAGE SECTION Formulated for symptoms associated with food and environmental allergens such as congestion, swollen glands, runny nose, cough, rashes and stomach upset"
potassium lactate,potassium lactate,0.99,potassium lactate,LACOSAMIDE | Mekinist,LACOSAMIDE | TRAMETINIB,"Novartis Pharmaceuticals Corporation | Somerset Therapeutics, LLC",,10,2,15,5,WARNINGS See WARNING box,7 DRUG INTERACTIONS MEKINIST is indicated for use in combination with dabrafenib,6 ADVERSE REACTIONS The following clinically significant adverse reactions are described elsewhere in the labeling: New Primary Malignancies [see Warnings and Precautions ( 5.1)] Hemorrhage [see Warnings and Precautions (5.2)] Colitis and Gastrointestinal Perforation [see Warnings and Precautions (5,1 INDICATIONS AND USAGE MEKINIST is a kinase inhibitor indicated as a single agent for the treatment of BRAF-inhibitor treatment-naïve patients with unresectable or metastatic melanoma with BRAF V600E or V600K mutations as detected by an FDA-approved test
potassium lactate in salaine,potassium lactate,0.95,potassium lactate,LACOSAMIDE | Mekinist,LACOSAMIDE | TRAMETINIB,"Novartis Pharmaceuticals Corporation | Somerset Therapeutics, LLC",,10,2,15,5,WARNINGS See WARNING box,7 DRUG INTERACTIONS MEKINIST is indicated for use in combination with dabrafenib,6 ADVERSE REACTIONS The following clinically significant adverse reactions are described elsewhere in the labeling: New Primary Malignancies [see Warnings and Precautions ( 5.1)] Hemorrhage [see Warnings and Precautions (5.2)] Colitis and Gastrointestinal Perforation [see Warnings and Precautions (5,1 INDICATIONS AND USAGE MEKINIST is a kinase inhibitor indicated as a single agent for the treatment of BRAF-inhibitor treatment-naïve patients with unresectable or metastatic melanoma with BRAF V600E or V600K mutations as detected by an FDA-approved test
potassium monopersulphate,potassium monopersulfate,0.99,potassium monopersulfate,EMF Protect and Balance | Potassium Chloride | Sinusitis Drops 2060,"ALFALFA, CADMIUM SULPHURATUM, CALCAREA CARBONICA, CUPRUM METALLICUM, FERRUM METALLICUM, FUCUS VESICULOSUS, HYPERICUM PERFORATUM, KALI PHOSPHORICUM, MAGNESIA PHOSPHORICA, MANGANUM METALLICUM, MERCURIUS VIVUS, PLUMBUM METALLICUM, SILICEA, SYMPHYTUM OFFICINALE, TARENTULA HISPANA, X-RAY, YTTERBIUM OXIDE | POTASSIUM CHLORIDE | SINUSITIS DROPS","Deseret Biologicals, Inc. | Epic Pharma, LLC | Professional Complementary Health Formulas",,6,6,6,1,"WARNINGS If symptoms do not improve or are accompanied by fever, consult a doctor",7 DRUG INTERACTIONS Triamterene and amiloride: Concomitant use is contraindicated (7.1) Renin-angiotensin-aldosterone inhibitors: Monitor for hyperkalemia (7.2) Nonsteroidal anti-inflammatory drugs: Monitor for hyperkalemia (7.3) 7.1 Triamterene or amiloride Use with triamterene or amiloride can pro,"6 ADVERSE REACTIONS The most common adverse reactions are nausea, vomiting, flatulence, abdominal pain/discomfort and diarrhea","INDICATIONS For the temporary relief of runny nose, nasal congestion, headache, or mild facial or ear pain due to a cold, hay fever, or other upper respiratory allergies.*"
potassium sodium hydrogen citrate,sodium citrate,0.95,sodium citrate,ACD-A | Addiclenz | Anticoagulant Citrate Dextrose (ACD-A),"ANTICOAGULANT CITRATE DEXTROSE SOLUTION FORMULA A | ASPARTAME, BENZALKONIUM CHLORIDE, FORMALINUM, METHYLENE CHLORIDE, METHYLPARABEN, PROPYLPARABEN, SODIUM BENZOATE, SODIUM CITRATE, TITANIUM DIOXIDE, ZINCUM OXYDATUM, ARSENICUM ALBUM, BETA VULGARIS, BISPHENOL A, BOLDO, CHELIDONIUM MAJUS, COBALTUM METALLICUM, CUPRUM METALLICUM, GLYPHOSATE, IODIUM, LYCOPODIUM CLAVATUM, PETROSELINUM SATIVUM, PHOSPHORICUM ACIDUM, SELENIUM METALLICUM, TARAXACUM OFFICINALE, ZINCUM METALLICUM | DEXTROSE MONOHYDRATE, SODIUM CITRATE, UNSPECIFIED FORM, AND CITRIC ACID MONOHYDRATE","Deseret Biologicals, Inc. | Fenwal, Inc. | Terumo BCT, Ltd",,5,0,8,3,"WARNINGS: If pregnant or breastfeeding, ask a health professional before use",,6 ADVERSE REACTIONS Citrate reactions or toxicity may occur with the injection of blood products containing citrate anticoagulant,1 INDICATIONS AND USAGE ANTICOAGULANT CITRATE DEXTROSE SOLUTION USP (ACD) SOLUTION A is an anticoagulant intended for use only with devices that prepare Platelet Rich Plasma (PRP) products for extracorporeal use
